titulo,preco,quartos,suites,metragem,vagas,link
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",255000,2,,48,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1369947
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",360000,2,,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1290136
"QSE Área Especial 11, TAGUATINGA SUL, TAGUATINGA",180000,2,,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qse-area-especial-11-1137154
"CSA 02 Lote 10, TAGUATINGA SUL, TAGUATINGA",250000,1,,40,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csa-02-lote-10-1131571
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",380000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1139035
"QSD 53, TAGUATINGA SUL, TAGUATINGA",152000,1,,23,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-qsd-53-1406545
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",335000,3,,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-4-1382655
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",390000,2,1,51,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1418957
"CSG 3, TAGUATINGA SUL, TAGUATINGA",489000,1,1,95,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1416617
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",440000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1405343
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",580000,3,1,64,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1416244
"CSG 13, TAGUATINGA SUL, TAGUATINGA",245000,1,,34,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-13-1359109
"CSD 4, TAGUATINGA SUL, TAGUATINGA",300000,3,2,88,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csd-4-1380135
"QI 5, SETOR INDUSTRIAL, TAGUATINGA",385000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-5-1383753
"CSG 3, TAGUATINGA SUL, TAGUATINGA",345000,1,1,47,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1370801
"CNB 08 Lote 04, TAGUATINGA NORTE, TAGUATINGA",430000,3,1,65,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-08-lote-04-972211
"CND 6, TAGUATINGA NORTE, TAGUATINGA",170000,1,,33,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-cnd-6-1350221
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",285000,2,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1341504
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",389999,3,1,62,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1401358
"QI 6, SETOR INDUSTRIAL, TAGUATINGA",430000,3,1,100,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-6-1172945
"CSB 05 Lote 02, TAGUATINGA SUL, TAGUATINGA",380000,2,1,75,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-05-lote-02-1371830
"CSA 03 Lote 16, TAGUATINGA SUL, TAGUATINGA",299000,2,,62,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-16-1418628
"QSA 4, TAGUATINGA SUL, TAGUATINGA",610000,3,1,91,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qsa-4-1372958
"CSB 07 Lote 04, TAGUATINGA SUL, TAGUATINGA",350000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-07-lote-04-1365568
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",267900,2,,54,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1354876
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",499990,3,1,63,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1367000
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",320000,2,,44,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1415855
"CNG 8, TAGUATINGA NORTE, TAGUATINGA",150000,2,,50,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cng-8-241465
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",499000,2,2,65,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1372487
"CSB 5, TAGUATINGA SUL, TAGUATINGA",420000,2,,63,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1404637
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",463000,2,1,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1412708
"QSD 14, TAGUATINGA SUL, TAGUATINGA",150000,2,,50,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsd-14-1338280
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",475000,2,2,62,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1320587
"QSE 7, TAGUATINGA SUL, TAGUATINGA",115000,1,,30,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-7-1380693
"CSB 04 Lote 06, TAGUATINGA SUL, TAGUATINGA",230000,3,,60,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-04-lote-06-1405920
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",530000,3,1,64,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1309193
"CSG 3, TAGUATINGA SUL, TAGUATINGA",530000,1,1,64,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1406224
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",550000,2,,90,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1367282
"CSG 3, TAGUATINGA SUL, TAGUATINGA",370000,1,1,47,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1260533
"QNL 5 Bloco B, TAGUATINGA NORTE, TAGUATINGA",380000,3,1,72,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-5-bloco-b-1354368
"C 05 Lote 05, TAGUATINGA CENTRO, TAGUATINGA",250000,2,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-05-lote-05-1348396
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",354000,2,1,55,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1418901
"QNL 6 Bloco C, TAGUATINGA NORTE, TAGUATINGA",260000,3,,74,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-bloco-c-1385152
"CSB 05 Lote 08, TAGUATINGA SUL, TAGUATINGA",430000,3,1,68,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-05-lote-08-867353
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",175000,2,,49,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1420443
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",274900,2,,65,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-976315
"EQNM 34/36 Bloco E, TAGUATINGA NORTE, TAGUATINGA",195000,1,,50,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnm-34-36-bloco-e-1263503
"CSB 10, TAGUATINGA SUL, TAGUATINGA",740000,3,2,95,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1354373
"CSB 10, TAGUATINGA SUL, TAGUATINGA",659000,3,2,89,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1372919
"CSG 4, TAGUATINGA SUL, TAGUATINGA",120000,1,,30,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-4-1250809
"CSG 3, TAGUATINGA SUL, TAGUATINGA",310000,1,,37,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1380138
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",585000,3,2,83,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1345363
"QNE 27, TAGUATINGA NORTE, TAGUATINGA",250000,3,,60,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qne-27-1372435
"Rua 8 Chacará 246, VILA SAO JOSE, TAGUATINGA",239990,2,,55,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-8-chacara-246-1156774
"CSB 04 Lote 04/08, TAGUATINGA SUL, TAGUATINGA",300000,2,,80,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-04-lote-04-08-1403232
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",465000,2,2,61,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1317244
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",530000,3,1,65,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1195421
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",350000,2,1,54,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1419883
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",390000,3,1,70,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1261755
"CNC 2, TAGUATINGA NORTE, TAGUATINGA",220000,2,,65,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnc-2-1415614
"CNB 7, TAGUATINGA NORTE, TAGUATINGA",230000,1,,38,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-cnb-7-1351069
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",300000,2,1,57,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1359517
"CSB 3, TAGUATINGA SUL, TAGUATINGA",420000,3,,60,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1319446
"CNB 11, TAGUATINGA NORTE, TAGUATINGA",287000,2,,58,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-11-1418700
"CSB 03 Lote 05, TAGUATINGA SUL, TAGUATINGA",450000,3,1,70,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-03-lote-05-1409111
"CSG 3, TAGUATINGA SUL, TAGUATINGA",649000,2,1,83,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-515736
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",530000,2,2,62,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1420442
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450000,3,1,64,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1420447
"CSG 3, TAGUATINGA SUL, TAGUATINGA",400000,1,1,50,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1400103
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",350000,2,,72,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1214683
