titulo,preco,quartos,suites,metragem,vagas,link,subtitulo
"QNL 7 Bloco B, TAGUATINGA NORTE, TAGUATINGA",285.000,3 Quartos,,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-7-bloco-b-1351478,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",370.000,3 Quartos,,72 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1316217,
"CSA 03 Lote 06, TAGUATINGA SUL, TAGUATINGA",300.000,2 Quartos,,53 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-06-1345367,
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",414.000,2 Quartos,1 Suíte,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1409575,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",395.000,3 Quartos,1 Suíte,67 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1409136,
"CSB 01 Lote 03, TAGUATINGA SUL, TAGUATINGA",1.080.000,4 Quartos,1 Suíte,162 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-01-lote-03-1359479,
"QNL 9, TAGUATINGA NORTE, TAGUATINGA",270.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-1328400,
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",525.000,3 Quartos,1 Suíte,73 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1403031,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",420.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1407078,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",495.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1411916,
"CNB 13, TAGUATINGA NORTE, TAGUATINGA",300.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-1366073,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",385.000,1 Quarto,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1377613,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",630.000,2 Quartos,1 Suíte,155 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1230908,
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",335.000,2 Quartos,1 Suíte,89 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1371630,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",365.000,2 Quartos,1 Suíte,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1374148,
"CSB 1, TAGUATINGA SUL, TAGUATINGA",1.100.000,4 Quartos,1 Suíte,167 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-1-1247420,
"CSB 5, TAGUATINGA SUL, TAGUATINGA",398.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1286731,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450.000,3 Quartos,1 Suíte,67 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1419587,
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",260.000,2 Quartos,1 Suíte,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1405468,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",490.000,2 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1374854,
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",190.000,2 Quartos,,47 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1326835,
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",314.999,2 Quartos,,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1419885,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",320.000,1 Quarto,,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1337284,
"QNL 8 Bloco D, TAGUATINGA NORTE, TAGUATINGA",270.000,2 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-8-bloco-d-1360803,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",588.999,3 Quartos,1 Suíte,83 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1370634,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",495.828,2 Quartos,1 Suíte,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1373664,
"CSG 13, TAGUATINGA SUL, TAGUATINGA",199.000,1 Quarto,1 Suíte,35 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-13-996420,
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",250.000,2 Quartos,,65 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-12-1401638,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",290.000,2 Quartos,,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1365264,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",370.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1343261,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",260.000,2 Quartos,1 Suíte,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1317671,
"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",290.000,2 Quartos,,62 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-2-1368780,
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",324.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1318417,
"CNB 14 Lote 03, TAGUATINGA NORTE, TAGUATINGA",280.000,3 Quartos,,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-03-1401613,
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",435.000,3 Quartos,1 Suíte,93 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnb-5-1413186,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",490.000,2 Quartos,1 Suíte,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1354255,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",349.000,2 Quartos,1 Suíte,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1410300,
"CNB 13 Lote 05, TAGUATINGA NORTE, TAGUATINGA",290.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-13-lote-05-1417264,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",310.000,2 Quartos,1 Suíte,58 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1317170,
"CSA 2, TAGUATINGA SUL, TAGUATINGA",820.000,5 Quartos,1 Suíte,146 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csa-2-1131152,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",850.000,4 Quartos,1 Suíte,92 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-782633,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",314.900,2 Quartos,,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1346216,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",799.000,1 Quarto,1 Suíte,97 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1171359,
"QNH 11, TAGUATINGA NORTE, TAGUATINGA",320.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-11-1414019,
"QNJ 58 Bloco A, TAGUATINGA NORTE, TAGUATINGA",296.000,3 Quartos,,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnj-58-bloco-a-1418848,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",305.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1405021,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",631.000,2 Quartos,,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1282520,
"QND 25, TAGUATINGA NORTE, TAGUATINGA",450.000,3 Quartos,,107 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnd-25-1164470,
"EQNL 13/15 Área Especial S/N, TAGUATINGA NORTE, TAGUATINGA",295.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-eqnl-13-15-area-especial-s-n-1417932,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",470.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1420450,
"CSB 7, TAGUATINGA SUL, TAGUATINGA",249.900,2 Quartos,,56 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1126665,
"Quadra C 4, TAGUATINGA CENTRO, TAGUATINGA",180.000,2 Quartos,,47 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-4-1410092,
"C 02 Lote 19, TAGUATINGA CENTRO, TAGUATINGA",265.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-02-lote-19-1421102,
"EQNM 38/40 Área Especial S/N, TAGUATINGA NORTE, TAGUATINGA",167.000,2 Quartos,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-eqnm-38-40-area-especial-s-n-962811,
"CSA 3, TAGUATINGA SUL, TAGUATINGA",579.000,3 Quartos,1 Suíte,87 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-464788,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",455.000,3 Quartos,1 Suíte,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1403552,
"QNA 52, TAGUATINGA NORTE, TAGUATINGA",330.000,2 Quartos,,64 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qna-52-1400278,
"QI 23, SETOR INDUSTRIAL, TAGUATINGA",385.000,2 Quartos,1 Suíte,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-23-1127682,
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",300.000,2 Quartos,,79 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1253322,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",750.000,1 Quarto,1 Suíte,97 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-997900,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",495.000,2 Quartos,2 Suítes,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1406081,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",420.000,1 Quarto,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1417561,
"QNC 13, TAGUATINGA NORTE, TAGUATINGA",1.200.000,6 Quartos,,360 m²,3 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-norte-taguatinga-df-qnc-13-1157646,
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",950.000,3 Quartos,2 Suítes,138 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1380901,
"CNB 6, TAGUATINGA NORTE, TAGUATINGA",500.000,2 Quartos,2 Suítes,65 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-6-1366317,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",400.000,2 Quartos,,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1307544,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",290.000,2 Quartos,,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-279069,
"QNE 1, TAGUATINGA NORTE, TAGUATINGA",220.000,2 Quartos,1 Suíte,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qne-1-1128178,
"QNL 13 Conjunto B, TAGUATINGA NORTE, TAGUATINGA",290.000,3 Quartos,,87 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-conjunto-b-1405073,
"QNL 21 Bloco B, TAGUATINGA NORTE, TAGUATINGA",315.000,2 Quartos,1 Suíte,72 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-21-bloco-b-1411192,
"Rua 8 Chacará 327, VILA SAO JOSE, TAGUATINGA",195.000,2 Quartos,,60 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-8-chacara-327-1326728,
"QNC 1 Área Especial 19, TAGUATINGA NORTE, TAGUATINGA",1.100.000,3 Quartos,1 Suíte,138 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-19-1398696,
"QNB 5, TAGUATINGA NORTE, TAGUATINGA",230.000,2 Quartos,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnb-5-1382048,
"CSA 2, TAGUATINGA SUL, TAGUATINGA",1.520.000,4 Quartos,4 Suítes,252 m²,3 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csa-2-755958,
"C 11 Lote 03/05, TAGUATINGA CENTRO, TAGUATINGA",330.000,2 Quartos,1 Suíte,83 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-c-11-lote-03-05-1419928,
"CSG 13, TAGUATINGA SUL, TAGUATINGA",240.000,1 Quarto,,34 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-13-1350433,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",380.000,1 Quarto,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-887614,
"CSA 2, TAGUATINGA SUL, TAGUATINGA",1.349.000,4 Quartos,4 Suítes,250 m²,3 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csa-2-1417237,
"QI 5, SETOR INDUSTRIAL, TAGUATINGA",355.000,3 Quartos,1 Suíte,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-5-1277535,
"QNL 1, TAGUATINGA NORTE, TAGUATINGA",255.000,2 Quartos,,93 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-1-1353692,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",360.000,2 Quartos,1 Suíte,54 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1420444,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",295.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1414954,
"CSE 4, TAGUATINGA SUL, TAGUATINGA",140.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-cse-4-1311056,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",468.000,2 Quartos,1 Suíte,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1414105,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",660.000,3 Quartos,2 Suítes,89 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1419343,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",305.000,1 Quarto,1 Suíte,40 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-726526,
"QNH Área Especial 3, TAGUATINGA NORTE, TAGUATINGA",315.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-area-especial-3-1418103,
"QNL 6 Bloco B, TAGUATINGA NORTE, TAGUATINGA",249.900,2 Quartos,,75 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-bloco-b-1234418,
"QNC 2, TAGUATINGA NORTE, TAGUATINGA",259.000,1 Quarto,,34 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-2-1412013,
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",340.000,2 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-3-1419542,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",450.000,3 Quartos,1 Suíte,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-3-1352580,
"QSD 14, TAGUATINGA SUL, TAGUATINGA",135.000,2 Quartos,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsd-14-1419880,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",284.999,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1384277,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",959.000,3 Quartos,1 Suíte,101 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-823102,
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",529.900,3 Quartos,1 Suíte,96 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1339018,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",849.000,2 Quartos,1 Suíte,102 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1368027,
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",258.000,2 Quartos,1 Suíte,57 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1226718,
"EQNL 1/3 Bloco C, TAGUATINGA NORTE, TAGUATINGA",110.000,1 Quarto,,33 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-eqnl-1-3-bloco-c-1306392,
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",250.000,2 Quartos,1 Suíte,58 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-393634,
"CSB 07 Lote 04, TAGUATINGA SUL, TAGUATINGA",335.000,3 Quartos,,66 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-07-lote-04-1401293,
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",259.000,1 Quarto,,34 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-1-1412015,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",665.000,2 Quartos,1 Suíte,105 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1171494,
"QNC 3, TAGUATINGA NORTE, TAGUATINGA",259.000,1 Quarto,,34 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-3-1412011,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",880.000,1 Quarto,1 Suíte,104 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-setor-industrial-taguatinga-df-qi-24-1348590,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",375.000,2 Quartos,,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1308401,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",549.000,2 Quartos,2 Suítes,69 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1254995,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",330.000,1 Quarto,1 Suíte,37 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1069577,
"QSE 7, TAGUATINGA SUL, TAGUATINGA",140.000,1 Quarto,1 Suíte,25 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-7-1410321,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",525.000,2 Quartos,1 Suíte,92 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1036834,
"CSG 11, TAGUATINGA SUL, TAGUATINGA",790.000,2 Quartos,1 Suíte,160 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-11-1122234,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",715.000,3 Quartos,1 Suíte,104 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1259103,
"QNL 2, TAGUATINGA NORTE, TAGUATINGA",325.000,3 Quartos,,78 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-2-1420960,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",680.000,3 Quartos,1 Suíte,93 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1317763,
"QNL 7 Bloco B, TAGUATINGA NORTE, TAGUATINGA",285.000,3 Quartos,,78 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-7-bloco-b-1372880,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",547.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-12-1412685,
"QNC 3, TAGUATINGA NORTE, TAGUATINGA",170.000,1 Quarto,,30 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-norte-taguatinga-df-qnc-3-1300167,
"CSB 7, TAGUATINGA SUL, TAGUATINGA",670.000,3 Quartos,1 Suíte,97 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-1325884,
